FID,fid,the_geom,id,longitud0,latitude1,porta_ab2,cod_cnes3,nome_est4,nomecomp5,cod_tipo6,tipo
saude_sala_situacao_2.178,178,MULTIPOINT ((168243.5155277425 8248949.948985719)),178,-48.096663,-15.816202,sim,9578501,Policlínica Ceilândia II,POLICLINICA DA REGIAO OESTE UNIDADE CEILANDIA II,4,Policlinica
saude_sala_situacao_2.179,179,MULTIPOINT ((156477.9360309115 8264440.426759649)),179,-48.204169,-15.674785,sim,9578536,Policlínica Brazlândia,POLICLINA DA REGIAO OESTE UNIDADE BRAZLANDIA,4,Policlinica
saude_sala_situacao_2.180,180,MULTIPOINT ((201852.49727783608 8253327.874811476)),180,-47.782693,-15.780918,sim,9516212,Policlínica Paranoá,POLICLINICA DA ATENCAO SECUNDARIA PARANOA,4,Policlinica
saude_sala_situacao_2.181,181,MULTIPOINT ((182390.5565394488 8243137.246551458)),181,-47.9655093,-15.87052436,sim,9548858,Policlínica N. Band.,POLICLINICA NUCLEO BANDEIRANTE,4,Policlinica
saude_sala_situacao_2.182,182,MULTIPOINT ((191329.16563628963 8255321.382117589)),182,-47.8805681,-15.7616402,sim,9499725,CEDOH Asa Norte,CEDOH ASA NORTE,4,Policlinica
saude_sala_situacao_2.183,183,MULTIPOINT ((186763.59105190536 8248163.203845788)),183,-47.924063,-15.825702,sim,9580816,Policlínica 514 Sul,POLICLINICA - ASA SUL,4,Policlinica
saude_sala_situacao_2.184,184,MULTIPOINT ((194263.88836950716 8245972.779236442)),184,-47.854389,-15.846412,sim,9578277,Policlínica 3 Lago Sul,POLICLINICA - LAGO SUL,4,Policlinica
saude_sala_situacao_2.185,185,MULTIPOINT ((203108.78526108543 8239908.7594943065)),185,-47.772632,-15.902241,sim,9516204,Policlínica S. Sebast.,POLICLINICA DA ATENCAO SECUNDARIA DE SAO SEBASTIAO,4,Policlinica
saude_sala_situacao_2.186,186,MULTIPOINT ((167373.67446427082 8246794.362086402)),186,-48.105071,-15.835545,sim,9578544,Policlínica Ceilândia I,POLICLINICA DA REGIAO OESTE UNIDADE CEILANDIA I,4,Policlinica
saude_sala_situacao_2.187,187,MULTIPOINT ((176694.82017523557 8241513.324341608)),223,-48.018856049,-15.884449959,nao,7991428,SAMU USB R Fundo,SAMU DF USB - RIACHO FUNDO,42,SAMU
saude_sala_situacao_2.188,188,MULTIPOINT ((190559.83743698744 8251038.220761236)),187,-47.888289,-15.800218,nao,9354514,Org Proc Órgãos e Tecidos,ORGANIZACAO DE PROCURA DE ORGAOS E TECIDOS,82,Central
saude_sala_situacao_2.189,189,MULTIPOINT ((172221.97916530288 8246932.846107165)),188,-48.05984,-15.834938,nao,9620109,Lab. Cent.  R.S. Sudoeste,LABORATORIO CENTRAL DA REGIAO DE SAUDE SUDOESTE,39,Apoio diagnostico
saude_sala_situacao_2.190,190,MULTIPOINT ((156893.59357499954 8264727.106372057)),189,-48.200256,-15.672254,sim,9589724,CAPS Brazlândia,CENTRO DE ATENCAO PSICOSSOCIAL I BRAZLANDIA,70,CAPS
saude_sala_situacao_2.191,191,MULTIPOINT ((171102.7813545618 8248267.143327365)),190,-48.070095,-15.822745,sim,9621709,Policlínica II Taguatinga,POLICLINICA DE TAGUATINGA UNIDADE II,4,Policlinica
saude_sala_situacao_2.192,192,MULTIPOINT ((180059.06916338252 8248895.550975914)),191,-47.986492,-15.818238,nao,9715797,CEO-Guará,CENTRO ESPECIALIZADO DE ODONTOLOGIA DO GUARA,36,Centro de Especialidade
saude_sala_situacao_2.193,193,MULTIPOINT ((191222.75780013506 8252760.116159215)),192,-47.881887,-15.784753,sim,9778136,CEO - Asa Norte,CEO - ASA NORTE,36,Centro de Especialidade
saude_sala_situacao_2.194,194,MULTIPOINT ((168243.5155277425 8248949.948985719)),193,-48.096663,-15.816202,sim,9676473,CEO-Ceilândia I,CENTRO DE ESPECIALIDADES ODONTOLOGICAS-CEILANDIA UNIDADE I,36,Centro de Especialidade
saude_sala_situacao_2.195,195,MULTIPOINT ((201859.6547291975 8253273.15138041)),194,-47.782633,-15.781413,sim,9772243,CEO - Paranoá,CEO - CENTRO DE ESPECIALIDADES ODONTOLOGICAS,36,Centro de Especialidade
saude_sala_situacao_2.196,196,MULTIPOINT ((172228.46991393506 8246928.953006331)),195,-48.05978,-15.834974,sim,9622845,CEO Policl Taguatinga,CEO POLICLINICA DE TAGUATINGA,36,Centro de Especialidade
saude_sala_situacao_2.197,197,MULTIPOINT ((191222.75780013506 8252760.116159215)),196,-47.881887,-15.784753,sim,9778144,Policlínica Asa Norte,POLICLINICA - ASA NORTE,4,Policlinica
saude_sala_situacao_2.198,198,MULTIPOINT ((200559.2912004477 8267866.92344601)),197,-47.792961,-15.649478,sim,9690719,CEO-Sobradinho,CEO - SOBRADINHO,36,Centro de Especialidade
saude_sala_situacao_2.199,199,MULTIPOINT ((200445.13743266917 8267767.745326348)),198,-47.794037,-15.65036,nao,7990804,SAMU USA Sob.,SAMU DF USA - SOBRADINHO,42,SAMU
saude_sala_situacao_2.200,200,MULTIPOINT ((186056.58060263208 8253215.209370526)),199,-47.93,-15.78,sim,7902158,Carr Odontologica 1,CARRETA ODONTOLOGICA 1,40,Unid Movel Terrestre
saude_sala_situacao_2.201,201,MULTIPOINT ((186056.58060263208 8253215.209370526)),200,-47.93,-15.78,sim,7902166,Carr Odontologica 2,CARRETA ODONTOLOGICA 2,40,Unid Movel Terrestre
saude_sala_situacao_2.202,202,MULTIPOINT ((186056.58060263208 8253215.209370526)),201,-47.93,-15.78,sim,7902174,Carr Oftalmologica,CARRETA OFTALMOLOGICA,40,Unid Movel Terrestre
saude_sala_situacao_2.203,203,MULTIPOINT ((176241.0503368472 8248733.36270807)),202,-48.022117615,-15.819209099,nao,7990839,SAMU USB Vicente Pires,SAMU DF USB - VICENTE PIRES,42,SAMU
saude_sala_situacao_2.204,204,MULTIPOINT ((170962.5249682183 8249432.080968872)),203,-48.071244,-15.81221,sim,7957645,CEREST Sudoeste,CEREST DA REGIAO SUDOESTE,36,Centro de Especialidade
saude_sala_situacao_2.205,205,MULTIPOINT ((188106.2718561843 8253656.03575463)),204,-47.910831451,-15.776276588,nao,7990871,SAMU USB P. Piloto II,SAMU DF USB - PLANO PILOTO II,42,SAMU
saude_sala_situacao_2.206,206,MULTIPOINT ((167893.36834708677 8241305.104098152)),205,-48.100982666,-15.885167122,nao,7990847,SAMU USA Samab.,SAMU DF USA - SAMAMBAIA,42,SAMU
saude_sala_situacao_2.207,207,MULTIPOINT ((166908.62724141043 8248908.339531727)),206,-48.109115601,-15.816399574,nao,7990863,SAMU USA Ceil.,SAMU DF USA - CEILANDIA,42,SAMU
saude_sala_situacao_2.208,208,MULTIPOINT ((192803.73401358462 8254522.171789634)),207,-47.866921,-15.769038,nao,7957882,Lab de Pesq Doença Celiaca,LABORATORIO DE PEQUISAS EM DOENCA CELIACA,80,Laboratorio de Saude Publica
saude_sala_situacao_2.209,209,MULTIPOINT ((166908.62724141043 8248908.339531727)),208,-48.109115601,-15.816399574,nao,7991495,SAMU Motol. Ceil. III,SAMU DF MOTOLANCIA - CEILANDIA I,42,SAMU
saude_sala_situacao_2.210,210,MULTIPOINT ((168355.0656201063 8249035.512340089)),209,-48.09561111,-15.81544444,sim,9578560,CEO-Ceilândia II,CENTRO DE ESPECIALIDADES ODONTOLOGICAS CEO 11,36,Centro de Especialidade
saude_sala_situacao_2.211,211,MULTIPOINT ((176694.82017523557 8241513.324341608)),210,-48.018856049,-15.884449959,nao,7991320,SAMU Motol. R Fundo I,SAMU DF MOTOLANCIA - GUARA I,42,SAMU
saude_sala_situacao_2.212,212,MULTIPOINT ((170739.85044166702 8227539.124186773)),211,-48.076328,-16.009817,nao,7991304,SAMU USB Gama II,SAMU DF USB - GAMA II,42,SAMU
saude_sala_situacao_2.213,213,MULTIPOINT ((172065.74203258916 8251377.3772518225)),212,-48.060693,-15.794794,nao,7991312,SAMU USB Tag. III A. Claras,SAMU DF USB - TAGUATINGA III (AGUAS CLARAS),42,SAMU
saude_sala_situacao_2.214,214,MULTIPOINT ((202011.89938793128 8240734.261567929)),213,-47.782764435,-15.894655228,nao,7991339,SAMU USB S. Sebast. I,SAMU DF USB - SAO SEBASTIAO I,42,SAMU
saude_sala_situacao_2.215,215,MULTIPOINT ((200445.13743266917 8267767.745326348)),214,-47.794037,-15.65036,nao,7991347,SAMU Motol. Sob. I,SAMU DF MOTOLANCIA - SOBRADINHO I,42,SAMU
saude_sala_situacao_2.216,216,MULTIPOINT ((172350.66667439463 8239490.987589108)),215,-48.059654236,-15.902136803,nao,7991363,SAMU USB Rec. Emas I,SAMU DF USB - RECANTO DAS EMAS I,42,SAMU
saude_sala_situacao_2.217,217,MULTIPOINT ((172065.74203258916 8251377.3772518225)),216,-48.060693,-15.794794,nao,7991444,SAMU USA Tagua.,SAMU DF USA - TAGUATINGA,42,SAMU
saude_sala_situacao_2.218,218,MULTIPOINT ((181735.14408585167 8250737.375303017)),217,-47.970619,-15.801824,nao,7991452,SAMU USA P. Piloto,SAMU DF USA - PLANO PILOTO,42,SAMU
saude_sala_situacao_2.219,219,MULTIPOINT ((176241.0503368472 8248733.36270807)),218,-48.022117615,-15.819209099,nao,7991371,SAMU Motol. Tagua. I,SAMU DF MOTOLANCIA - TAGUATINGA I,42,SAMU
saude_sala_situacao_2.220,220,MULTIPOINT ((176694.82017523557 8241513.324341608)),219,-48.018856049,-15.884449959,nao,7991460,SAMU USA Neo,SAMU DF USA - NEO,42,SAMU
saude_sala_situacao_2.221,221,MULTIPOINT ((172350.66667439463 8239490.987589108)),220,-48.059654236,-15.902136803,nao,7991398,SAMU Motol. Rec. Emas I,SAMU DF MOTOLANCIA - RECANTO DAS EMAS I,42,SAMU
saude_sala_situacao_2.222,222,MULTIPOINT ((170739.85044166702 8227539.124186773)),221,-48.076328,-16.009817,nao,7991401,SAMU Motol. Gama I,SAMU DF MOTOLANCIA - GAMA I,42,SAMU
saude_sala_situacao_2.223,223,MULTIPOINT ((200445.13743266917 8267767.745326348)),222,-47.794037,-15.65036,nao,7991487,SAMU Motol. Sob. II,SAMU DF MOTOLANCIA - SOBRADINHO II,42,SAMU
saude_sala_situacao_2.224,224,MULTIPOINT ((175092.27877487848 8243256.014577471)),224,-48.033569,-15.868508,nao,0011304,Nephron,NEPHRON BRASILIA SERVICOS MEDICOS,36,Centro de Especialidade
saude_sala_situacao_2.225,225,MULTIPOINT ((172312.70506361092 8247743.675902417)),225,-48.0588837,-15.8276301,nao,2616955,Radiograph,RADIOGRAPH CLINICA DE IMAGEM,36,Centro de Especialidade
saude_sala_situacao_2.226,226,MULTIPOINT ((170610.66137657536 8244770.696586586)),226,-48.075162,-15.854244,nao,2779056,IDR,IDR SAMAMBAIA SERVICOS MEDICOS,39,Apoio diagnostico
saude_sala_situacao_2.227,227,MULTIPOINT ((186367.36916689697 8248318.944673846)),227,-47.927738,-15.824246,nao,2779420,Soclimed,SOCLIMED,36,Centro de Especialidade
saude_sala_situacao_2.228,228,MULTIPOINT ((166141.61784809188 8247473.212929226)),228,-48.116466,-15.829252,nao,3018520,Hosp S Francisco,HOSPITAL SAO FRANCISCO,5,Hospital
saude_sala_situacao_2.229,229,MULTIPOINT ((186304.14302412665 8248577.679741025)),229,-47.928294,-15.821902,nao,3224228,Renal Care,RENAL CARE PREVENCAO E TRATAMENTO,36,Centro de Especialidade
saude_sala_situacao_2.230,230,MULTIPOINT ((189391.1776056112 8257116.9637027895)),230,-47.898407,-15.745188,nao,9271961,Vitailaboratorio,VITAILABORATORIO E IMAGEM,39,Apoio diagnostico
saude_sala_situacao_2.231,231,MULTIPOINT ((192107.96056354634 8254195.608440932)),231,-47.87345,-15.771901,nao,0010510,HUB,HOSPITAL UNIVERSITARIO DE BRASILIA,5,Hospital
saude_sala_situacao_2.232,232,MULTIPOINT ((190501.56190881622 8250378.433948615)),232,-47.888917,-15.806168,sim,2816741,Farm Alto Custo Asa Sul,FARMACIA DE ALTO CUSTO - ASA SUL,43,Farmacia
saude_sala_situacao_2.233,233,MULTIPOINT ((170818.69111048785 8244879.31568677)),233,-48.073207,-15.853291,sim,2672197,HRSam,HRSAM - HOSPITAL REGIONAL DE SAMAMBAIA,5,Hospital
saude_sala_situacao_2.234,234,MULTIPOINT ((175032.79481535626 8240623.493311899)),234,-48.03448,-15.892266,sim,2649535,CAPS Riacho Fundo,CAPS RIACHO FUNDO,70,CAPS
saude_sala_situacao_2.235,235,MULTIPOINT ((172248.9739181251 8246861.238339047)),235,-48.059598,-15.835588,sim,7948824,CER II,CER II,36,Centro de Especialidade
saude_sala_situacao_2.236,236,MULTIPOINT ((172953.23689508246 8247003.759942838)),236,-48.053011,-15.834394,sim,5447410,CAPS Taguatinga II,CAPS II TAGUATINGA,70,CAPS
saude_sala_situacao_2.237,237,MULTIPOINT ((167974.537953304 8241497.188659862)),237,-48.100199,-15.883444,sim,6708714,UPA Tipo III Samamb.,UPA TIPO III SAMAMBAIA,73,UPA
saude_sala_situacao_2.238,238,MULTIPOINT ((201957.96843104 8253274.672262332)),238,-47.781716,-15.781411,sim,5167892,CAPS Paranoá,CAPS II PARANOA,70,CAPS
saude_sala_situacao_2.239,239,MULTIPOINT ((187239.4579485361 8249080.362514666)),239,-47.919506,-15.817481,sim,6387527,CEREST Estadual,CEREST ESTADUAL,36,Centro de Especialidade
saude_sala_situacao_2.240,240,MULTIPOINT ((215776.3017068589 8270834.431620165)),240,-47.650795,-15.624441,sim,6666701,CAPS Planaltina,CAPS II PLANALTINA,70,CAPS
saude_sala_situacao_2.241,241,MULTIPOINT ((166817.30596018367 8248807.684287804)),241,-48.109981,-15.817296,sim,6585760,CAPS Ceilândia,CENTRO DE ATENCAO PSICOSSOCIAL AD III CEILANDIA,70,CAPS
saude_sala_situacao_2.242,242,MULTIPOINT ((175032.79481535626 8240623.493311899)),242,-48.03448,-15.892266,sim,6959709,Farmácia Viva,FARMACIA VIVA,43,Farmacia
saude_sala_situacao_2.243,243,MULTIPOINT ((180606.97456558235 8242507.8408997515)),243,-47.98223,-15.875978,sim,7111924,UPA N Bandeirante,UPA NUCLEO BANDEIRANTE,73,UPA
saude_sala_situacao_2.244,244,MULTIPOINT ((172606.65120660572 8238423.769244228)),244,-48.057412,-15.911805,sim,7078730,UPA Rec Emas,UPA RECANTO DAS EMAS,73,UPA
saude_sala_situacao_2.245,245,MULTIPOINT ((171058.35984846088 8248650.098948639)),245,-48.070457,-15.819282,sim,7238703,CAPS Taguainga I,CAPS I TAGUATINGA,70,CAPS
saude_sala_situacao_2.246,246,MULTIPOINT ((168062.8972744675 8241481.549498946)),246,-48.099377,-15.883597,sim,7282494,CAPS Samamb. II,CAPS AD III SAMAMBAIA,70,CAPS
saude_sala_situacao_2.247,247,MULTIPOINT ((167919.16010167758 8237651.424460812)),247,-48.101248,-15.918153,sim,7698437,CAPS Rec Emas,CAPS I RECANTO DAS EMAS,70,CAPS
saude_sala_situacao_2.248,248,MULTIPOINT ((190368.80127434141 8251346.260655163)),248,-47.890031,-15.797413,sim,7219695,CAPS Brasília Rodov.,CAPS AD BRASILIA RODOVIARIA,70,CAPS
saude_sala_situacao_2.249,249,MULTIPOINT ((190076.13724950067 8254012.641130784)),249,-47.8924184,-15.7733019,sim,7379110,CAPS Brasília II,CAPS BRASILIA UNIDADE II,70,CAPS
saude_sala_situacao_2.250,250,MULTIPOINT ((200300.15765172313 8267361.401085989)),250,-47.795438,-15.654012,sim,7552270,CAPS Sobradinho I,CAPS I SOBRADINHO,70,CAPS
saude_sala_situacao_2.251,251,MULTIPOINT ((197685.2616086728 8268913.894794026)),251,-47.819615,-15.639681,sim,7592477,UPA Sobradinho,UPA SOBRADINHO,73,UPA
saude_sala_situacao_2.252,252,MULTIPOINT ((181620.4195336781 8248261.702470763)),252,-47.972015381,-15.824160576,nao,7398611,SAMU USB Guara II,SAMU DF USB - GUARA II,42,SAMU
saude_sala_situacao_2.253,253,MULTIPOINT ((178425.25624636852 8227303.348593987)),253,-48.004626,-16.012962,sim,7055919,CAPS Santa Maria,CAPS AD SANTA MARIA,70,CAPS
saude_sala_situacao_2.254,254,MULTIPOINT ((204061.6696688956 8257349.860527892)),254,-47.7616,-15.744862,sim,7094116,CAPS Itapoã,CAPS AD ITAPOA,70,CAPS
saude_sala_situacao_2.255,255,MULTIPOINT ((202555.28629262547 8240051.355661445)),255,-47.777779,-15.900887,sim,7116756,UPA São Sebastião,UPA - UNIDADE DE PRONTO ATENDIMENTO DE SAO SEBASTIAO,73,UPA
saude_sala_situacao_2.256,256,MULTIPOINT ((190676.46289195737 8252728.902860028)),256,-47.88698503,-15.78496722,sim,7740794,CAPS Brasília I,CAPSI ASA NORTE,70,CAPS
saude_sala_situacao_2.257,257,MULTIPOINT ((172225.9760310186 8246923.488823231)),257,-48.059804,-15.835023,sim,7988303,CER,CER,36,Centro de Especialidade
saude_sala_situacao_2.258,258,MULTIPOINT ((181735.14408585167 8250737.375303017)),258,-47.970619,-15.801824,nao,7765916,SAMU CRDF,CENTRAL DE REGULACAO DO SAMU DISTRITO FEDERAL,76,Central
saude_sala_situacao_2.259,259,MULTIPOINT ((181620.4195336781 8248261.702470763)),259,-47.972015381,-15.824160576,nao,7790880,SAMU Motol. Guara I,SAMU DF MOTOLANCIA - PLANO PILOTO I,42,SAMU
saude_sala_situacao_2.260,260,MULTIPOINT ((181620.4195336781 8248261.702470763)),260,-47.972015381,-15.824160576,nao,7790902,SAMU Motol. Guara II,SAMU DF MOTOLANCIA - PLANO PILOTO II,42,SAMU
saude_sala_situacao_2.261,261,MULTIPOINT ((190559.83743698744 8251038.220761236)),261,-47.888289,-15.800218,nao,7905610,CDT,CENTRAL ESTADUAL DE TRANSPLANTES DO DISTRITO FEDERAL,82,Central
saude_sala_situacao_2.262,262,MULTIPOINT ((183987.81644570146 8245015.83063253)),262,-47.950363159,-15.853767395,nao,7990901,SAMU USB Band.,SAMU DF USB - BANDEIRANTE,42,SAMU
saude_sala_situacao_2.263,263,MULTIPOINT ((188106.2718561843 8253656.03575463)),263,-47.910831451,-15.776276588,nao,7990944,SAMU USB P. Piloto I,SAMU DF USB - PLANO PILOTO I,42,SAMU
saude_sala_situacao_2.264,264,MULTIPOINT ((201921.94271509803 8255604.846884916)),264,-47.781764984,-15.760365486,nao,7990952,SAMU USB Paranoa I,SAMU DF USB - PARANOA I,42,SAMU
saude_sala_situacao_2.265,265,MULTIPOINT ((172065.74203258916 8251377.3772518225)),265,-48.060693,-15.794794,nao,7990960,SAMU USB Tagua. I,SAMU DF USB - TAGUATINGA I,42,SAMU
saude_sala_situacao_2.266,266,MULTIPOINT ((172065.74203258916 8251377.3772518225)),266,-48.060693,-15.794794,nao,7990979,SAMU USB Tagua. II,SAMU DF USB - TAGUATINGA II,42,SAMU
saude_sala_situacao_2.267,267,MULTIPOINT ((215565.04264187085 8270720.734160036)),267,-47.652777,-15.625444,nao,7990987,SAMU USB Plan. I,SAMU DF USB - PLANALTINA I,42,SAMU
saude_sala_situacao_2.268,268,MULTIPOINT ((215565.04264187085 8270720.734160036)),268,-47.652777,-15.625444,nao,7991029,SAMU USB Plan. II,SAMU DF USB - PLANALTINA II,42,SAMU
saude_sala_situacao_2.269,269,MULTIPOINT ((200445.13743266917 8267767.745326348)),269,-47.794037,-15.65036,nao,7991053,SAMU USB Sob. I,SAMU DF USB - SOBRADINHO I,42,SAMU
saude_sala_situacao_2.270,270,MULTIPOINT ((170739.85044166702 8227539.124186773)),270,-48.076328,-16.009817,nao,7991096,SAMU USB Gama I,SAMU DF USB - GAMA I,42,SAMU
saude_sala_situacao_2.271,271,MULTIPOINT ((167893.36834708677 8241305.104098152)),271,-48.100982666,-15.885167122,nao,7991169,SAMU USB Samab. II,SAMU DF USB - SAMAMBAIA II,42,SAMU
saude_sala_situacao_2.272,272,MULTIPOINT ((181620.4195336781 8248261.702470763)),272,-47.972015381,-15.824160576,nao,9002960,SAMU USB Guara I,SAMU DF USB - GUARA I,42,SAMU
saude_sala_situacao_2.273,273,MULTIPOINT ((170912.4834590946 8241820.248514685)),273,-48.072751,-15.880919,sim,9548866,Policlínica I R. Fundo I,POLICLINICA RIACHO FUNDO I - UNIDADE I,4,Policlinica
saude_sala_situacao_2.274,274,MULTIPOINT ((170867.60089221166 8244878.260611968)),274,-48.072751,-15.853307,sim,9561579,Policlínica Samambaia,POLICLINICA DE SAMAMBAIA,4,Policlinica
saude_sala_situacao_2.275,275,MULTIPOINT ((215511.29701674043 8270839.983958983)),275,-47.653264,-15.624361,sim,9690735,CEO-Planaltina,CEO PLANALTINA,36,Centro de Especialidade
saude_sala_situacao_2.276,276,MULTIPOINT ((180059.06916338252 8248895.550975914)),276,-47.986492,-15.818238,sim,9620311,Policlínica Guará I,POLICLINICA GUARA I,4,Policlinica
saude_sala_situacao_2.277,277,MULTIPOINT ((171202.25030498946 8248314.568331236)),277,-48.069161,-15.82233,sim,9622918,CEO-Taguatinga,CEO TAGUATINGA,36,Centro de Especialidade
saude_sala_situacao_2.278,278,MULTIPOINT ((188869.01092699973 8258481.813195765)),278,-47.9031,-15.7328,nao,6963447,ADMC - SES/DF,SECRETARIA DE SAUDE DO DISTRITO FEDERAL,68,ADMC
saude_sala_situacao_2.279,279,MULTIPOINT ((185475.74202821776 8250746.728412768)),279,-47.935737,-15.802214,nao,3276678,ICDF,INSTITUTO DE CARDIOLOGIA DO DISTRITO FEDERAL,7,Hospital Especializado
saude_sala_situacao_2.280,280,MULTIPOINT ((167893.36834708677 8241305.104098152)),280,-48.100982666,-15.885167122,nao,7942524,SAMU USA NUSAM,SAMU DF USA - NUSAM,42,SAMU
saude_sala_situacao_2.281,281,MULTIPOINT ((184740.2316634002 8251832.407190558)),281,-47.942454,-15.792319,nao,6730914,Hosp S Mateus,HOSPITAL SAO MATEUS,5,Hospital
saude_sala_situacao_2.282,282,MULTIPOINT ((204102.82547947794 8257376.644841342)),282,-47.761213,-15.744625,sim,9572481,UBS 3 Itapoã,UBS 3 - ITAPOA,2,UBS
saude_sala_situacao_2.283,283,MULTIPOINT ((174543.79132004856 8228072.3421701025)),283,-48.0407506,-16.0055094,sim,7843135,UBS 16 Gama,UBS 16 ATP GAMA,2,UBS
saude_sala_situacao_2.284,284,MULTIPOINT ((204314.01145663933 8262049.454241745)),284,-47.758675,-15.702454,sim,7687079,UBS 4 Sobradinho,UBS 4 ROTA DO CAVALO SOBRADINHO,2,UBS
saude_sala_situacao_2.285,285,MULTIPOINT ((170794.78525746474 8239435.113912936)),285,-48.074176,-15.902435,sim,7170939,UBS 3 Recanto das Emas,UBS 03 RECANTO DAS EMAS,2,UBS
saude_sala_situacao_2.286,286,MULTIPOINT ((167841.5881951464 8237454.307386782)),286,-48.101999,-15.919922,sim,7417632,UBS 4 Recanto das Emas,UBS 04 RECANTO DAS EMAS,2,UBS
saude_sala_situacao_2.287,287,MULTIPOINT ((162586.11519834626 8241145.583125094)),287,-48.150507,-15.885891,sim,7771479,UBS 11 Samambaia,UBS 11 SAMAMBAIA,2,UBS
saude_sala_situacao_2.288,288,MULTIPOINT ((176239.70319431543 8248734.683495783)),288,-48.02213,-15.819197,sim,9056963,UBS 1 Vicente Pires,UBS 01 VICENTE PIRES,2,UBS
saude_sala_situacao_2.289,289,MULTIPOINT ((170689.5641446893 8243478.797100444)),289,-48.074603,-15.865917,sim,9480587,UBS 12 Samambaia,UBS 12 SAMAMBAIA,2,UBS
saude_sala_situacao_2.290,290,MULTIPOINT ((153016.28984800802 8234764.106416544)),290,-48.240685,-15.94217,sim,9543945,UBS 11 Recanto das Emas,UBS 11 RECANTO DAS EMAS,2,UBS
saude_sala_situacao_2.291,291,MULTIPOINT ((166308.23282873578 8242232.473648947)),291,-48.115639,-15.876583,sim,9647597,UBS 13 Samambaia,UBS 13 SAMAMBAIA,2,UBS
saude_sala_situacao_2.292,292,MULTIPOINT ((167848.06715854438 8237501.594631184)),292,-48.101932,-15.919496,sim,0010804,UBS 1 Recanto das Emas,UBS 01 RECANTO DAS EMAS,2,UBS
saude_sala_situacao_2.293,293,MULTIPOINT ((188887.97330832877 8258522.610136113)),293,-47.902918,-15.732434,nao,3044432,CRDF,COMPLEXO REGULADOR EM SAUDE DO DISTRITO FEDERAL (CRDF),81,Central
saude_sala_situacao_2.294,294,MULTIPOINT ((215511.29701674043 8270839.983958983)),294,-47.653264,-15.624361,nao,6736602,CERPIS,CERPIS,36,Centro de Especialidade
saude_sala_situacao_2.295,295,MULTIPOINT ((167528.71959149663 8249319.9130483745)),295,-48.103277,-15.812767,sim,6926967,Farm Alto Custo Ceil,FARMACIA DE ALTO CUSTO - CEILANDIA,43,Farmacia
saude_sala_situacao_2.296,296,MULTIPOINT ((198013.30013469572 8268138.379216963)),296,-47.816654,-15.646723,sim,5554349,CAPS Sobradinho II,CAPS AD SOBRADINHO,70,CAPS
saude_sala_situacao_2.297,297,MULTIPOINT ((169930.9111994428 8241911.819239392)),297,-48.081894,-15.879962,sim,6665098,CAPS Samambaia I,CAPS III SAMAMBAIA,70,CAPS
saude_sala_situacao_2.298,298,MULTIPOINT ((197677.6334511342 8268930.737587634)),298,-47.819684,-15.639528,nao,7991436,SAMU USB Sob. II,SAMU DF USB - SOBRADINHO II,42,SAMU
saude_sala_situacao_2.299,299,MULTIPOINT ((172350.66667439463 8239490.987589108)),299,-48.059654236,-15.902136803,nao,7991509,SAMU Motol. Rec. Emas II,SAMU DF MOTOLANCIA - RECANTO DAS EMAS II,42,SAMU
saude_sala_situacao_2.300,300,MULTIPOINT ((215565.04264187085 8270720.734160036)),300,-47.652777,-15.625444,nao,7991517,SAMU Motol. Plan. I,SAMU DF MOTOLANCIA - PLANALTINA I,42,SAMU
saude_sala_situacao_2.301,301,MULTIPOINT ((166908.62724141043 8248908.339531727)),301,-48.109115601,-15.816399574,nao,7991525,SAMU Motol. Ceil. IV,SAMU DF MOTOLANCIA - CEILANDIA II,42,SAMU
saude_sala_situacao_2.302,302,MULTIPOINT ((215565.04264187085 8270720.734160036)),302,-47.652777,-15.625444,nao,7991533,SAMU Motol. Plan. II,SAMU DF MOTOLANCIA - PLANALTINA II,42,SAMU
saude_sala_situacao_2.303,303,MULTIPOINT ((176241.0503368472 8248733.36270807)),303,-48.022117615,-15.819209099,nao,7991541,SAMU Motol. Tagua. II,SAMU DF MOTOLANCIA - TAGUATINGA II,42,SAMU
saude_sala_situacao_2.304,304,MULTIPOINT ((167893.36834708677 8241305.104098152)),304,-48.100982666,-15.885167122,nao,7991568,SAMU Motol. Samab. I,SAMU DF MOTOLANCIA - SAMAMBAIA I,42,SAMU
saude_sala_situacao_2.305,305,MULTIPOINT ((167893.36834708677 8241305.104098152)),305,-48.100982666,-15.885167122,nao,7991576,SAMU Motol. Samab. II,SAMU DF MOTOLANCIA - SAMAMBAIA II,42,SAMU
saude_sala_situacao_2.306,306,MULTIPOINT ((176694.82017523557 8241513.324341608)),306,-48.018856049,-15.884449959,nao,7991584,SAMU Motol. R Fundo II,SAMU DF MOTOLANCIA - GUARA II,42,SAMU
saude_sala_situacao_2.307,307,MULTIPOINT ((170739.85044166702 8227539.124186773)),307,-48.076328,-16.009817,nao,7991592,SAMU Motol. Gama II,SAMU DF MOTOLANCIA - GAMA II,42,SAMU
saude_sala_situacao_2.308,308,MULTIPOINT ((190127.26369181962 8257379.206618229)),308,-47.8915111,-15.7429114,sim,0010723,UBS 2 Asa Norte,UBS 2 ASA NORTE,2,UBS
saude_sala_situacao_2.309,309,MULTIPOINT ((171202.25030498946 8248314.568331236)),309,-48.069161,-15.82233,sim,0010499,HRT,HRT HOSPITAL REGIONAL DE TAGUATINGA,5,Hospital
