nome,lon,lat,ra
CRIARTE CE,-47.88487115250571,-15.846492148718765,LAGO SUL
ESC AFFINITY ARTS,-47.87540882599757,-15.831859621171386,LAGO SUL
ESC CANTINHO MAGICO,-47.812039876748564,-15.828470138151195,LAGO SUL
ESC DAS NACOES,-47.85068454014153,-15.854166346669414,LAGO SUL
ESC DE EDUC INF PATER HOMINIS,-47.836595619814766,-15.83656837972948,LAGO SUL
CED SIGMA - LAGO SUL,-47.88024296733396,-15.842056673158146,LAGO SUL
CASA DO PEQUENO POLEGAR,-47.889745839004924,-15.84976034559555,LAGO SUL
INST EDUCACIONAL SAO JUDAS TADEU,-47.861273941391296,-15.862922281568496,LAGO SUL
CED ORIGEM,-47.976171325140406,-15.87560020632772,NUCLEO BANDEIRANTE
COL EDUCAR,-47.963300045817235,-15.866216989411948,NUCLEO BANDEIRANTE
COL LA SALLE,-47.96713073318462,-15.869136623728847,NUCLEO BANDEIRANTE
CR NUCLEO BANDEIRANTE,-47.96438513210862,-15.869769187335194,NUCLEO BANDEIRANTE
ESC SALESIANA SAO DOMINGOS SAVIO,-47.970449121772596,-15.872919269424939,NUCLEO BANDEIRANTE
ESC SANTO AGOSTINHO,-47.97662954112766,-15.875384286926257,NUCLEO BANDEIRANTE
LAR EDUCANDARIO NOSSA SENHORA MONT SERRAT,-47.97605814427501,-15.875631847050352,NUCLEO BANDEIRANTE
CEF ABC,-47.780389403198605,-15.76621021967374,PARANOA
COL BARAO DO RIO BRANCO - PARANOA,-47.78292607625363,-15.76885917148547,PARANOA
COL ESPLANADA,-47.78053065462233,-15.7653154781057,PARANOA
COL GONCALVES DIAS,-47.78088307645434,-15.767202093258653,PARANOA
ESC PICA-PAU,-47.780843670930274,-15.7674868281834,PARANOA
COL ALUB - SEDE VIII,-48.06770813485687,-15.900143940266592,RECANTO DAS EMAS
ESC UNIVERSO DA CRIANCA,-48.06535975440227,-15.90124545244795,RECANTO DAS EMAS
COL CENTRO-OESTE,-48.0908935088916,-15.911810978262201,RECANTO DAS EMAS
COL CRIART,-48.06556536519509,-15.909705033207622,RECANTO DAS EMAS
COL CULTURAL,-48.06667156949751,-15.908199826395023,RECANTO DAS EMAS
COL GALILEU,-48.05752308228597,-15.916596277312852,RECANTO DAS EMAS
COL REACAO,-48.06969803468603,-15.904725281068053,RECANTO DAS EMAS
COL REACAO II,-48.05972087412374,-15.904938114008303,RECANTO DAS EMAS
COL TRIANGULO RECANTO,-48.09288495428482,-15.908286306367756,RECANTO DAS EMAS
COL UNICANTO,-48.07916251683946,-15.90658853155044,RECANTO DAS EMAS
ESC INF LAPIS NA MAO,-48.10068028611334,-15.91947503606395,RECANTO DAS EMAS
ESC JARDIM ENCANTADO,-48.0538454311173,-15.916303662714636,RECANTO DAS EMAS
COL NOVOS CAMINHOS,-48.052254464822504,-15.923557763226249,RECANTO DAS EMAS
ESC SONHO ENCANTADO,-48.062878953505724,-15.899196537321096,RECANTO DAS EMAS
C EDUCATIVO PASSIONISTA MAE DA SANTA ESPERANCA,-48.01793312109854,-15.879133441113462,RIACHO FUNDO
COL ISAAC NEWTON,-48.02105702785925,-15.880869705336647,RIACHO FUNDO
EDUCANDARIO DE MARIA,-48.02042739153669,-15.889957197176606,RIACHO FUNDO
EDUCANDARIO DE MARIA - EDUC INF,-48.02207793127133,-15.88390069863691,RIACHO FUNDO
INST EDUCACIONAL ESPACO MAGICO,-48.02115864518215,-15.880896322379655,RIACHO FUNDO
INST DE EDUC HAIDEE NEVES - IEHN,-48.013879963538514,-15.879225929516586,RIACHO FUNDO
EDUCANDARIO DE FATIMA,-48.048699723054185,-15.89795869006313,RIACHO FUNDO II
ESC ISAAC NEWTON META,-48.047097343051064,-15.90168620904594,RIACHO FUNDO II
INST NAIR VALADARES - INAV,-48.04363380029895,-15.905173872232115,RIACHO FUNDO
C DE CRIATIVIDADE INFANTO-JUVENIL - CCI,-48.09640550579265,-15.866761110198869,SAMAMBAIA
C SOCIAL E ESC MARISTA IRMAO FRANCISCO RIVAT,-48.08413664943901,-15.885309510164518,SAMAMBAIA
CE E FORMACAO INF TIO PATINHAS,-48.07565967042742,-15.872214522425727,SAMAMBAIA
CE LOGOS,-48.074853664125364,-15.88105362521689,SAMAMBAIA
CE SENSO,-48.07552229315766,-15.857979602152515,SAMAMBAIA
CED BETESDA,-48.08013114385252,-15.860815232759263,SAMAMBAIA
CED CCI SENIOR,-48.0959446487436,-15.866533112277866,SAMAMBAIA
CEUBRAS,-48.080722676123585,-15.863260020103404,SAMAMBAIA
COL ALTO NIVEL,-48.09063593213077,-15.868923682005853,SAMAMBAIA
COL ATIVO,-48.09542713457532,-15.871996394390997,SAMAMBAIA
COL CANTINHO DO SABER,-48.08070988810508,-15.86240041398793,SAMAMBAIA
COL SECULO XXI,-48.08122733804673,-15.876610709899754,SAMAMBAIA
COL TEMPO REAL,-48.05979354700039,-15.871956019003726,SAMAMBAIA
COL VITAL BRAZIL,-48.085406945283765,-15.861295243486467,SAMAMBAIA
CR LAR MAE DA DIVINA GRACA,-48.094281487027516,-15.863402057826768,SAMAMBAIA
ESC RAVELO,-48.06102106709447,-15.874003317565489,SAMAMBAIA
C INTEGRADO DE EDUC INF NOSSA SENHORA MAE DOS HOMENS,-48.12033204577178,-15.88296360580421,SAMAMBAIA
CEI AFMA,-48.07711120298095,-15.856724763237033,SAMAMBAIA
EDUCANDARIO ESPIRITA SEMENTINHA DE LUZ,-48.10080241086702,-15.883100058828386,SAMAMBAIA
CR LAR DE MARIA,-48.083655809541334,-15.85851522719048,SAMAMBAIA
CR MARIA DE NAZARE,-48.0882360502342,-15.863715036893545,SAMAMBAIA
INSTITUICAO EDUCACIONAL SANTA LUZIA,-48.07380845438337,-15.880580138657116,SAMAMBAIA
CED EXPOENTE,-48.02492907441935,-16.029437317182587,SANTA MARIA
CIP,-47.98806032733061,-16.01093285458739,SANTA MARIA
COL MARIA MAE DA PROVIDENCIA,-48.03443134519376,-16.035943546128916,SANTA MARIA
COL NOSSA SENHORA APARECIDA,-47.988431677799625,-16.00430584088926,SANTA MARIA
COL PALOMA,-48.02580833111615,-16.027005488620066,SANTA MARIA
COL SANTA MARIA,-47.9889767750161,-16.004417708032424,SANTA MARIA
ESC EVANGELICA RECANTO DO CEU,-48.02752847045641,-16.03886193527649,SANTA MARIA
ESC PASSINHOS DO SABER,-48.0234463525308,-16.022623763807662,SANTA MARIA
C DE CONVIVENCIA E EDUC INF SAGRADA FAMILIA,-48.03442955606785,-16.03549919925535,SANTA MARIA
ESC VILA DAS CRIANCAS,-48.03669088502759,-16.025967500751825,SANTA MARIA
CE CANDANGUINHO - CECAN,-47.92799420334231,-15.80036440525427,SUDOESTE/OCTOGONAL
COL CIMAN,-47.9403590380533,-15.808006659726551,SUDOESTE/OCTOGONAL
INST EDUCACIONAL DROMOS,-47.9286569866876,-15.799606417809297,SUDOESTE/OCTOGONAL
CE E VIVENCIA INF VOVO ANA-CEVIVA,-47.84668690541126,-15.671908639719137,SOBRADINHO
CE MENINO MALUQUINHO,-47.775772967037554,-15.640070807240994,SOBRADINHO
CE SANTA RITA DE CASSIA,-47.80268901273811,-15.642722777584305,SOBRADINHO
CED ARCO IRIS - CEAI,-47.79970151051147,-15.648563425109293,SOBRADINHO
CED LUMNI,-47.79339958337846,-15.65596955849771,SOBRADINHO
CED SETE ESTRELAS,-47.782573672072836,-15.650326645874868,SOBRADINHO
CEP SENAC - SOBRADINHO,-47.798556360519974,-15.655355693716205,SOBRADINHO
COL ALLAN KARDEC,-47.787302135786305,-15.647695225941508,SOBRADINHO
COL LA SALLE - SOBRADINHO,-47.78181508541769,-15.651129630455447,SOBRADINHO
CR CRESCER,-47.80191952693758,-15.642851485555603,SOBRADINHO
EDUCANDARIO EURIPEDES BARSANULFO,-47.796409220625755,-15.65490441486123,SOBRADINHO
ESC BATISTA PEDRAS VIVAS,-47.797702940000704,-15.657913752198223,SOBRADINHO
ESC ROCHA FIRME,-47.80026226262381,-15.643863666820115,SOBRADINHO
INST EDUCACIONAL SALOMAO,-47.753838987752225,-15.65203104061981,SOBRADINHO
INST EDUCACIONAL STO ELIAS,-47.787672343770204,-15.645592361433215,SOBRADINHO
INST MAIA DE EDUC,-47.79537102180387,-15.64742352832764,SOBRADINHO
INST PIAGETIANO DE EDUC - IPE,-47.82973772866405,-15.63439642989796,SOBRADINHO
INST SAO JOSE,-47.79727276187579,-15.654568397652659,SOBRADINHO
JI TINDOLELE,-47.82408736513049,-15.640418135251132,SOBRADINHO
MONT BLANC CED,-47.78681959810338,-15.645067578671627,SOBRADINHO
MONT BLANC INST DE ENSINO,-47.78677962597462,-15.6451102263341,SOBRADINHO
CENEL,-47.84451874491334,-15.636972858550301,SOBRADINHO II
ESC ANJO GABRIEL,-47.82407321768027,-15.648041723723606,SOBRADINHO II
ESC JARDIM DO EDEN,-47.84032541281295,-15.637942203428356,SOBRADINHO II
INST TECNICO DE EDUC DE BRASILIA - SOBRADINHO II,-47.8176826436749,-15.642683292692098,SOBRADINHO II
CEI 01 DO RIACHO FUNDO I,-48.02150040024982,-15.879859700561992,RIACHO FUNDO
COL DJ,-48.04172584263684,-15.803294737336392,TAGUATINGA
C TECNICO EM SAUDE - CETESI,-48.05972870251756,-15.833783190395403,TAGUATINGA
CE ALBERNAZ,-48.088262741589176,-15.821272698112326,TAGUATINGA
CE ARCO IRIS ENCANTADO,-48.06591610763832,-15.805985572851712,TAGUATINGA
CE ARTE E MANHA - CENAM,-48.05740432093779,-15.84197878430555,TAGUATINGA
CE BRASIL CENTRAL,-48.06782418602738,-15.81202391181735,TAGUATINGA
CE CASTELO ENCANTADO,-48.06104476115646,-15.79869771710797,TAGUATINGA
CE DO SESI - DF TAGUATINGA,-48.07354907049997,-15.81364210318216,TAGUATINGA
CE EVANGELICO SIMONTON,-48.04054206302206,-15.859548071234666,TAGUATINGA
CE SONHO DE SER FELIZ,-48.085784956638626,-15.828096514626537,TAGUATINGA
CEAV JUNIOR,-48.054562416130466,-15.826889251019574,TAGUATINGA
CED ADVENTISTA DE TAGUATINGA,-48.05831945017899,-15.838007136288805,TAGUATINGA
CED CATOLICA DE BRASILIA,-48.03285357864447,-15.862019185391961,TAGUATINGA
CED CERTO,-48.05207310823749,-15.843392725912432,TAGUATINGA
CED OBJETIVO TAGUATINGA,-48.03647069404356,-15.858652627205545,AGUAS CLARAS
CED PROJECAO TAGUATINGA NORTE,-48.06602875720498,-15.820660103273893,TAGUATINGA
CLARETIANO- CED STELLA MARIS,-48.0568504811627,-15.831892870733734,TAGUATINGA
CEFS,-48.08683420400679,-15.827200820589251,TAGUATINGA
CEP SENAC - TAGUATINGA,-48.05766826151603,-15.796560608930863,TAGUATINGA
CFP TAGUATINGA - SENAI,-48.070001315919974,-15.82050543849111,TAGUATINGA
COBIAN,-48.08608032393744,-15.814193465311023,TAGUATINGA
COL ANCHIETA,-48.06561524229383,-15.851062786511807,TAGUATINGA
COL BERLAAR MADRE BLANDINA,-48.06411669921937,-15.839382763763611,TAGUATINGA
COL CENCS,-48.05807872662362,-15.839211261431457,TAGUATINGA
COL EDUCRIARTE,-48.05882988359925,-15.822392490298844,TAGUATINGA
COL ESPU,-48.0661438489525,-15.816719125269984,TAGUATINGA
COL EVANGELICO BOM SAMARITANO - COEBS,-48.04767215971394,-15.858588245406143,TAGUATINGA
COL EVOLUCAO,-48.06268510462812,-15.822216628758778,TAGUATINGA
COL IDEAL,-48.06341148170289,-15.801447959208861,TAGUATINGA
COL JESUS MARIA JOSE,-48.0736315336361,-15.803713020635366,TAGUATINGA
COL MARISTA CHAMPAGNAT,-48.04920797070225,-15.841764657664719,TAGUATINGA
COL PRO-FUTURO,-48.063058816784995,-15.824542954632939,TAGUATINGA
COL SANTA TEREZINHA,-48.083366698007225,-15.814079150302927,TAGUATINGA
COL TRIANGULO,-48.10943614550178,-15.795711670860806,TAGUATINGA
COL VIP,-48.083274297829696,-15.825649133555277,TAGUATINGA
COL VIVENCIAR,-48.059949304492804,-15.82964416328621,TAGUATINGA
CRESCE,-48.05676991287958,-15.84170605279293,TAGUATINGA
DINAMICO CED TAGUATINGA,-48.104366466221336,-15.792664508106476,TAGUATINGA
EDUC DO SERVICO SOCIAL DO COMERCIO - EDUSESC,-48.06265935606785,-15.81927964327355,TAGUATINGA
CEAP,-48.077641009176645,-15.828621212175852,TAGUATINGA
ESC ARTE E FANTASIA,-48.06197387954805,-15.817482798286184,TAGUATINGA
ESC CASA DE BRINQUEDOS,-48.05812591936737,-15.818740737550874,TAGUATINGA
CIESB,-48.05621728442299,-15.840358853968306,TAGUATINGA
ESC CIA DA CRIANCA,-48.06498465141854,-15.814061498488943,TAGUATINGA
ESC MONTEMINE,-48.086391855849094,-15.813323251035294,TAGUATINGA
ESC NOSSA SENHORA DE LOURDES,-48.06387243825871,-15.79672970446001,TAGUATINGA
ESC PEQUENOS BRILHANTES,-48.03895362364013,-15.860474756952673,TAGUATINGA
INST DE EDUC CRISTA,-48.08855636733836,-15.825042324111221,TAGUATINGA
CEPI IPE-ROSA,-48.07316229993128,-15.880557421675748,SAMAMBAIA
INST DE EDUC GUINESS,-48.05409769299326,-15.83390593592985,TAGUATINGA
INST TECNICO EDUCACIONAL MADRE TERESA,-48.08028855823788,-15.806711258908859,TAGUATINGA
LS ESC TECNICA,-48.04721674569117,-15.84062513362426,TAGUATINGA
PRO-EDUCAR INST TECNICO EDUCACIONAL,-48.06113678529755,-15.821082786165155,TAGUATINGA
RECANTO INF CALAZANS,-48.07738755237394,-15.82250503563187,TAGUATINGA
CASA DO CAMINHO,-48.08486259574479,-15.814171203078404,TAGUATINGA
CR CANTINHO DA PAZ,-48.03497212552568,-15.865547439835575,TAGUATINGA
CEI SONHO DE CRIANCA - CEISC,-48.06633954448253,-15.801748774640384,TAGUATINGA
ESCOLINHA BEIJA-FLOR,-48.06500175165088,-15.819863131895225,TAGUATINGA
CCDI,-48.02595338268755,-15.809066345972488,VICENTE PIRES
CED VICENTE PIRES,-48.02006207659366,-15.809640092249868,VICENTE PIRES
ESC MAGIA DE CRIANCA,-48.0174223997408,-15.796875897767702,VICENTE PIRES
INST SAGARANA,-48.041697311797584,-15.808437724560495,VICENTE PIRES
INSTEI - CE VICENTE PIRES,-48.04297811915262,-15.805424889028714,VICENTE PIRES
C OLIMPICO DE ENSINO,-47.656837721335336,-15.620930303027578,PLANALTINA
CED DELTA,-47.64583383457044,-15.613547837235517,PLANALTINA
CEM DELTA,-47.646107314336625,-15.613528767268576,PLANALTINA
EC DO SMU,-47.93100735867805,-15.77481951464604,BRASILIA
ESC ADVENTISTA DE PLANALTINA,-47.65081517581937,-15.620093558058267,PLANALTINA
INST EDUCACIONAL DIVINO CORACAO DE JESUS,-47.6624374963708,-15.623049922042789,PLANALTINA
INST GLOBAL DE EDUC,-47.65757867482471,-15.615402557549599,PLANALTINA
COL OMEGA,-47.6563372364973,-15.626867771865713,PLANALTINA
INST SAO VICENTE DE PAULO,-47.66032739751634,-15.624270629759387,PLANALTINA
COL PASSOS DO SABER,-47.646781056923004,-15.624594231208638,PLANALTINA
COL ESPACO CRIATIVO,-48.00384219128705,-15.83944944027832,PARK WAY
CED SANTOS DUMONT - CESAN,-47.78122092240378,-15.901337277310102,SAO SEBASTIAO
CED TRES CORACOES,-47.780901766337955,-15.894136832483325,SAO SEBASTIAO
CIEIC,-47.78653407359791,-15.866792279308848,SAO SEBASTIAO
ESC CEPROM,-47.77195474778462,-15.899961384977814,SAO SEBASTIAO
ESC MASTER,-47.76228489434833,-15.908341032562078,SAO SEBASTIAO
ESC MASTER II,-47.76197958433478,-15.907651229692972,SAO SEBASTIAO
OASIS - CR BEM ME QUER,-47.77080159278105,-15.900945819361409,SAO SEBASTIAO
CED HORACINA CATTA PRETA,-47.84125658326969,-15.745747287383143,LAGO NORTE
EC CORREGO DO ARROZAL,-47.734911725619746,-15.64542048465348,PLANALTINA
EC LAJES DA JIBOIA,-48.267447720447024,-15.91764452578339,CEILANDIA
EC BROCHADO DA ROCHA,-47.712514136768846,-15.621137235373924,SOBRADINHO
EC 15 DE PLANALTINA,-47.685394636674985,-15.618656983043827,PLANALTINA
EC PEDRA FUNDAMENTAL,-47.67247456180289,-15.673870727168937,PLANALTINA
EC ALTA-MIR,-47.68117693252328,-15.633233051232077,PLANALTINA
EC DA VILA DO RCG,-47.94985370608968,-15.762646536730232,BRASILIA
JI 114 SUL,-47.92077354064161,-15.828756612806274,BRASILIA
JI 303 SUL,-47.89381612202591,-15.80307688443673,BRASILIA
JI 305 SUL,-47.89875339352094,-15.808488755305603,BRASILIA
CIL DE BRAZLANDIA,-48.202030679280824,-15.686085962850164,BRAZLANDIA
EC INCRA 07,-48.11507358075264,-15.7487873190953,BRAZLANDIA
CEF 35 DE CEILANDIA,-48.11215394842368,-15.817888541883317,CEILANDIA
EC CORREGO DO OURO,-47.9229498826828,-15.513261420420026,FERCAL
CEPI JABUTI,-48.07421586854553,-15.855590455573354,SAMAMBAIA
CED 08 DO GAMA,-48.07814645985614,-16.02307897209373,GAMA
EC 05 DO GUARA,-47.981639545168655,-15.823003292158717,GUARA
CED DO PAD-DF,-47.55721831376626,-16.00952234578194,PARANOA
CEF JARDIM II,-47.38061559986268,-16.016925466295273,PARANOA
CEF SANTOS DUMONT,-47.99733180314222,-15.993166003153226,SANTA MARIA
EC DO SRIA,-47.96013218235176,-15.814066496899182,SIA
EC BASEVI,-47.88960234909066,-15.64598516669306,SOBRADINHO
EC SITIO DAS ARAUCARIAS,-47.74297310920203,-15.697869163204698,SOBRADINHO
EC 17 DE SOBRADINHO,-47.84732035399182,-15.623483532240428,SOBRADINHO II
EC 54 DE TAGUATINGA,-48.04900209487178,-15.853376053598698,TAGUATINGA
CEF 19 DE TAGUATINGA,-48.07884432103341,-15.820304439344726,TAGUATINGA
EC NUCLEO RURAL CORREGO DO ATOLEIRO,-47.614949588805636,-15.624037850683798,PLANALTINA
CR SOLDADINHO DE CHUMBO,-47.93576307571873,-15.774375063245866,BRASILIA
ESC TECNICA DE SAUDE,-47.920497822384306,-15.817054930430164,BRASILIA
ASSOC DE PAIS E AMIGOS DEFICIENTES AUDITIVOS - APADA-DF,-47.88501934126655,-15.796115289929105,BRASILIA
ESC LAZARO LUIZ ZAMENHOF-CURUMIM,-48.204727983986054,-15.69026299727199,BRAZLANDIA
NUCLEO DE EDUC INF - JARDINS,-47.80104743494381,-15.87287960776322,JARDIM BOTANICO
CR IRMA ELVIRA,-47.97613686723056,-15.867146081058117,NUCLEO BANDEIRANTE
C SOCIAL JOAO PAULO II,-47.784176573297216,-15.780600694927335,PARANOA
CE SITIO ENCANTADO,-47.997475325818264,-15.99597981649531,SANTA MARIA
CE ISAAC NEWTON,-48.05042359890674,-15.842520123232276,TAGUATINGA
COL ALUB - SEDE IV,-48.05344313001592,-15.829120456534547,TAGUATINGA
ESC DE EDUC INF ALZIRO ZARUR,-48.02882611990349,-15.823165122226902,TAGUATINGA
C SOCIAL COMUNITARIO TIA ANGELINA,-47.87735856038712,-15.711956836416988,VARJAO
ESC MENINOS E MENINAS DO PARQUE,-47.92539114383696,-15.810454129172262,BRASILIA
EC CHAPADINHA,-48.15171447976331,-15.675035151768277,BRAZLANDIA
EC POLO AGRICOLA DA TORRE,-48.1199810462754,-15.626861768623204,BRAZLANDIA
CEF BOA ESPERANCA,-48.24649083164406,-15.828092145220044,CEILANDIA
EC CORREGO DAS CORUJAS,-48.183869080061974,-15.836846353449193,CEILANDIA
EC JIBOIA,-48.26150949147216,-15.869516416488082,CEILANDIA
EC RIBEIRAO,-47.96650517200603,-15.505950379843382,FERCAL
EC SONHEM DE CIMA,-47.84529904656808,-15.507529994835485,FERCAL
CEF PONTE ALTA DO BAIXO,-48.13131035867077,-16.025214197318725,GAMA
EC PONTE ALTA DE CIMA,-48.1470750184556,-16.04750769459044,GAMA
EC JARDIM BOTANICO,-47.84047427948309,-15.87441854444162,JARDIM BOTANICO
CEF METROPOLITANA,-47.97509472571095,-15.88158885004052,NUCLEO BANDEIRANTE
CEF 02 DO PARANOA,-47.77959437538463,-15.783132958789725,PARANOA
CEM 01 DO PARANOA,-47.77896032029735,-15.78294982068294,PARANOA
EC BOQUEIRAO,-47.748630047127065,-15.785384887217283,PARANOA
EC ALTO INTERLAGOS,-47.74397511657698,-15.826611960207245,PARANOA
CEF BURITI VERMELHO,-47.40697340855526,-15.898560593718843,PARANOA
EC CAPAO SECO,-47.55756814401145,-15.963220866786983,PARANOA
EC CARIRU,-47.51746151233781,-15.906433139236823,PARANOA
EC ITAPETI,-47.380838045661704,-15.928873546437902,PARANOA
EC LAMARAO,-47.50091650701055,-15.965319935101174,PARANOA
EC QUEBRADA DOS NERIS,-47.660762816310175,-15.962012207344708,PARANOA
EC SOBRADINHO DOS MELOS,-47.693936838599335,-15.796946514503444,PARANOA
EC SUSSUARANA,-47.42292829192263,-15.951724316710889,PARANOA
EC KANEGAE,-47.98971976202566,-15.882647135663978,RIACHO FUNDO
CEF SARGENTO LIMA,-47.97479050394991,-15.981232444250947,SANTA MARIA
EC 16 DE SOBRADINHO,-47.75527300745022,-15.648009064934124,SOBRADINHO
EC APRODARMAS,-47.64809067919318,-15.678710284270531,PLANALTINA
EC SANTOS DUMONT,-47.65650814812976,-15.679695485014957,PLANALTINA
CED OSORIO BACCHIN,-47.62295400532114,-15.527936313437085,PLANALTINA
CED TAQUARA,-47.52197152987302,-15.633830123195791,PLANALTINA
CED VARZEAS,-47.57046495977613,-15.82109246539158,PLANALTINA
CEF BONSUCESSO,-47.58530309716828,-15.505580909017215,PLANALTINA
CEF CERAMICAS REUNIDAS DOM BOSCO,-47.3859977551968,-15.572562387230043,PLANALTINA
CEF PIPIRIPAU II,-47.51215589928511,-15.534897836025172,PLANALTINA
CEF RIO PRETO,-47.492900509691815,-15.763262918801715,PLANALTINA
CEF SAO JOSE,-47.39069228980532,-15.714278475491087,PLANALTINA
EC BARRA ALTA,-47.45215652269559,-15.849474741179689,PLANALTINA
EC COPERBRAS,-47.54689624354709,-15.758201138128177,PLANALTINA
EC CORREGO DO MEIO,-47.707578109040085,-15.69553673722912,PLANALTINA
EC ESTANCIA DO PIPIRIPAU,-47.57463031078384,-15.58738482528958,PLANALTINA
EC ETA 44,-47.729695420578224,-15.59278777450819,PLANALTINA
EC FRIGORIFICO INDUSTRIAL,-47.62590796806179,-15.657086715179796,PLANALTINA
EC MONJOLO,-47.68813579876445,-15.52771417917604,PLANALTINA
EC PALMEIRAS,-47.741014526531764,-15.528379496975068,PLANALTINA
EC RAJADINHA,-47.650820385068556,-15.753695507217792,PLANALTINA
EC REINO DAS FLORES,-47.6024757783347,-15.6931831218505,PLANALTINA
EC VALE VERDE,-47.63038898222014,-15.526847918580614,PLANALTINA
CED DPAULA,-47.89699347305846,-15.750244804205296,BRASILIA
EC DOM BOSCO,-47.73908680123958,-15.910374279524145,SAO SEBASTIAO
EC AGUILHADA,-47.73923922895667,-15.96283950659661,SAO SEBASTIAO
EC CACHOEIRINHA,-47.75200037637284,-15.989465650287048,SAO SEBASTIAO
CED NOSSA SENHORA DE LOURDES,-47.65338016785543,-15.631657604069323,PLANALTINA
ESC FUNDAMENTAL PARAISO,-47.758392421785004,-15.90197628523008,SAO SEBASTIAO
EC 16 DE PLANALTINA,-47.68137735592487,-15.619785769665382,PLANALTINA
IFB - CAMPUS TAGUATINGA CENTRO,-48.046864095257085,-15.841063650937826,TAGUATINGA
COL MILITAR TIRADENTES,-47.939867795277415,-15.82975182750005,BRASILIA
C UNIVERSITARIO EURO AMERICANO - UNIEURO ASA NORTE,-47.902606172532174,-15.741043231393718,BRASILIA
C UNIVERSITARIO EURO AMERICANO - UNIEURO ASA SUL,-47.91547668100076,-15.844404972407402,BRASILIA
C UNIVERSITARIO IESB - UNIDADE ASA NORTE,-47.87770008007884,-15.757289794652934,BRASILIA
C UNIVERSITARIO IESB - UNIDADE ASA SUL,-47.91259148835311,-15.83569119171293,BRASILIA
C UNIVERSITARIO IESB - UNIDADE OESTE,-48.12560861499419,-15.81025656612459,BRASILIA
COL BIANGULO,-48.08619664524397,-15.814245415928252,BRASILIA
FACIPLAC,-48.05079713727288,-16.001480816344422,GAMA
JI PRIMEIRO PASSINHO,-48.078734346246335,-16.017537187546292,GAMA
BERCARIO BIANGULO,-48.05528252560047,-15.814905243357112,TAGUATINGA
CASA DE BRINQUEDOS BABY,-48.05814393152527,-15.818724824577027,TAGUATINGA
COL MADRE TERESA,-48.0844083262343,-15.80784198005977,TAGUATINGA
COL REFERENCIAL,-48.04905897122332,-15.837777235381198,TAGUATINGA
ESC MAT E JI MEUS AMIGUINHOS,-47.649441925808006,-15.616714205878964,PLANALTINA
COL CRUZEIRO DO SABER,-47.93667993979083,-15.79406728597274,CRUZEIRO
ESC ANA CLARA,-48.026332640708496,-16.02393888402151,SANTA MARIA
COL INTERNACIONAL EVEREST,-47.858999420397225,-15.86212698060168,LAGO SUL
ESC KK,-47.897141013782566,-15.84352284562886,LAGO SUL
CED RIACHO FUNDO,-48.01920733542541,-15.879793318405317,RIACHO FUNDO
C UNIVERSITARIO EURO AMERICANO - UNIEURO AGUAS CLARAS,-48.03763330267615,-15.832048387579558,AGUAS CLARAS
ESC LAZER E ARTE,-48.01036763214665,-15.867147002493205,AGUAS CLARAS
INST SERRANO,-47.8281718042028,-15.640991987778062,SOBRADINHO II
COL LICEU,-48.03988697424691,-15.808471296798931,VICENTE PIRES
CR MAGIA DOS SONHOS,-47.63418018032394,-15.637278819393119,PLANALTINA
CEPI IPE-BRANCO,-48.11722267781545,-15.814572436380969,CEILANDIA
ESC DE EDUC INF CORACAO DE CRISTO,-48.08549019142837,-15.908695190804318,RECANTO DAS EMAS
LAR DAS CRIANCAS LUIZ HERMANI,-48.01190076968097,-15.886016337833084,RIACHO FUNDO
CR CASA DA MAE PRETA DO BRASIL - CMPB,-47.97679744702218,-15.865600353719886,PARK WAY
CEI DIDASCALHO SAO JOSE OPERARIO,-47.981364419122855,-15.785319123327188,SCIA
ESC TIO PEDRO,-47.981364419122855,-15.792565127011004,SCIA
CEI 02 DE BRAZLANDIA,-48.19021409979611,-15.658952764045367,BRAZLANDIA
CEI 01 DE PLANALTINA,-47.68302683130493,-15.619629582395673,PLANALTINA
CEI 03 DE SAO SEBASTIAO,-47.77843467443228,-15.903878675451685,SAO SEBASTIAO
C INTEGRADO EXCELSUS,-47.893514466117225,-15.800963763132753,BRASILIA
C UNIVERSITARIO DE BRASILIA,-47.89394792019538,-15.766754114808114,BRASILIA
C UNIVERSITARIO DO DISTRITO FEDERAL - UDF,-47.899916918408735,-15.802483587212416,BRASILIA
ESC MISSAO CRIANCA,-48.07888054061297,-16.01107466185878,GAMA
C UNIVERSITARIO DE BRASILIA - TAGUATINGA,-48.04686568385054,-15.841205779739806,TAGUATINGA
CED JUSCELINO KUBITSCHEK TAGUATINGA,-48.071627989668976,-15.802846523338845,TAGUATINGA
FACULDADE DE NEGOCIOS E TECNOLOGIAS DA INFORMACAO - FACNET,-48.04420465300609,-15.841315686068768,TAGUATINGA
FACULDADE ANHANGUERA DE BRASILIA,-48.04620507376339,-15.838444233865552,TAGUATINGA
FACULDADES LS FACELS,-48.047196827860866,-15.840556650720762,TAGUATINGA
INST PEDAGOGICO CRESCER - IPEC,-47.84170399890321,-15.682235686066331,SOBRADINHO
ESC ESPACO INTEGRACAO,-47.96658656335758,-15.873589059293435,NUCLEO BANDEIRANTE
CED PROJECAO GUARA II,-47.96604888585325,-15.839554848887877,GUARA
COL ROGACIONISTA SOCIAL SANTO ANIBAL,-47.973934435401354,-15.842419826606262,GUARA
ESC APLICACAO,-47.93713935958689,-15.787721405048789,CRUZEIRO
